Country Name,Country Code,Series Name,Series Code,2024 [YR2024],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,..,1.71279E+12,1.67392E+12,1.81843E+12,1.64431E+12,1.65142E+12,1.72537E+12,1.62307E+12,1.49968E+12,1.46604E+12,1.48449E+12,1.37063E+12,1.27805E+12,1.25329E+12,1.14367E+12,9.43942E+11,1.04734E+12,1.17261E+12,1.05322E+12,9.34901E+11,7.93176E+11,7.02715E+11,6.27247E+11,5.47656E+11,5.76179E+11,4.97514E+11,3.83332E+11,5.69755E+11,6.10167E+11,5.66581E+11,4.6362E+11,3.92666E+11,3.55525E+11,3.30647E+11,2.83366E+11,2.46929E+11,1.99591E+11,1.47949E+11,1.16836E+11,1.01296E+11,97510744119,87760553262,78358416171,72933533012,65398377598,66946900826,51972107438,38446487603,29902479339,21784297521,19543973941,13876472208,10862211761,9903571249,9005144969,7678698838,6119394892,4855892446,3929055144,3120861499,3459019943,3988461538,2814615385,2417628737,3958811881
"Korea, Rep.",KOR,Trade (% of GDP),NE.TRD.GNFS.ZS,..,87.93967919,96.53640929,80.19945693,69.03404509,75.75713897,78.98886551,77.12091781,73.60380947,79.13249439,90.6144419,97.95210495,105.4583277,105.5663136,91.3995965,86.13361937,95.51635243,73.87452529,70.65187353,68.32481102,70.01571487,61.17460128,58.3530394,62.22379722,66.09516011,59.76275376,68.49747206,57.52303775,52.65397293,52.46402196,48.66598979,46.91867823,48.75942564,49.82507915,50.75031338,52.91365956,58.70363787,63.00015284,60.10702446,52.65704978,57.36780025,57.91222398,60.22891915,67.13133534,65.53086084,54.5445848,54.2177344,53.92544107,53.88038251,53.98156227,55.53067679,51.5785284,38.04156806,35.68935428,32.56096689,33.06367786,32.77807313,28.7911084,26.65791202,21.45778205,17.34486954,18.61137898,19.48619841,17.99801127,14.60584234
"Korea, Rep.",KOR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,15.72427913,18.44457967,16.73473394,14.86125767,15.19956653,15.53638373,14.49381853,13.98195298,13.15814434,13.24116166,13.63062344,14.0775915,13.85096763,13.43693029,13.65096445,14.49519999,14.8173827,13.72753521,13.31307044,12.96682783,13.69345757,13.24866679,13.54878842,14.26177808,12.79189031,12.62021875,12.90180217,13.23436506,12.99209499,12.68774158,12.4997898,12.73074085,12.53582238,13.41918126,12.83580757,13.37445811,13.45628269,13.23871835,13.49942187,13.89466773,14.80168214,14.6962815,14.65276687,14.66327335,14.74586681,14.55405593,14.13362998,14.46161075,13.21180621,11.57495256,10.47527726,11.15354875,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,198.0337693,182.1616424,307.958384,315.6755217,116.7374336,142.3309303,123.9582364,106.7461414,125.7627635,86.47419952,97.0246385,123.991913,154.3462458,142.5018,178.5553139,113.3560641,163.5564379,127.1601137,128.3256033,66.29344691,65.06390275,92.62369232,68.29355633,85.97425393,153.7009466,41.83588367,29.98234208,29.09141011,32.51557129,61.86737181,53.61789032,32.39585441,24.96415794,26.33205149,48.38697307,42.56662649,17.4833225,9.536706591,4.015136717,3.864835649,2.510398941,3.363454915,4.960269783,2.853740519,4.033047037,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,..,58.42226999,58.03401549,56.82189945,57.00752121,57.24215056,55.69169325,54.84779034,55.35863931,55.57650557,55.64499447,55.21360303,55.07320475,54.64985026,54.69835731,55.99857203,56.18724044,55.07869334,54.69918253,53.87891643,53.09698216,53.87127477,53.60723336,53.08394528,51.61843819,51.65035937,52.19709863,50.75853992,50.27848579,49.26055313,49.15517966,49.12226709,48.50843552,47.14862313,46.48652099,46.30745866,44.76909093,45.02283525,44.80617716,44.2117697,43.05540181,43.0354832,43.62922568,43.03641247,42.84142771,39.19999506,39.04748653,39.33502077,39.18592118,39.58230585,40.85768501,40.40309012,41.32670994,41.10820244,39.93063005,39.30040222,39.24626381,39.18239951,36.09417503,33.79841232,29.84993916,33.24975892,38.34380978,37.48757043,39.05562225
"Korea, Rep.",KOR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,31.59416497,31.72630126,32.4320155,32.5381602,32.67914892,34.04580231,34.76630854,34.29779968,34.14993567,34.09167237,34.44782919,34.13469264,34.45096726,34.11677597,32.90536001,32.51021797,33.45375008,33.517273,34.15033175,34.73483971,33.11125973,32.81274988,33.2209652,34.75531678,34.66586525,35.30828329,35.39646916,35.44805561,36.49125561,36.24273611,36.21407742,35.88131907,37.14771997,36.32183897,36.17361211,36.59023239,35.94773283,34.87480798,33.9458775,34.5128532,32.97968129,31.68245279,31.27252375,32.08022132,31.5585622,30.2112942,28.4639485,27.64081588,26.6853826,26.61100569,27.62469922,24.87756871,23.33042467,24.79796896,24.59890631,24.07702759,23.34043849,23.0559985,23.28602357,19.34568068,18.07135969,17.90106586,17.89857474,17.32693077
"Korea, Rep.",KOR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,1.595605728,1.641647168,1.855664255,1.765720481,1.667930979,1.746403394,1.850756295,1.859034883,2.003907793,2.05667705,2.099047114,2.186185041,2.209199955,2.144016322,2.240556812,2.142249743,2.283409085,2.497470419,2.619975731,2.958018544,2.964597278,3.206802038,3.565819021,3.857792038,4.249754418,4.225940698,4.47516964,4.960650984,5.328672039,5.658221058,5.914881371,6.60760508,6.824490651,7.606496334,8.541523675,9.221019667,9.309206904,10.4282338,11.75369938,11.87256096,12.62527523,14.00327476,15.02542793,14.26931587,18.53633847,19.91691347,21.78997318,23.04668067,24.48594408,24.17204301,24.60695095,26.50608056,27.13787086,26.48573268,27.40995164,28.15878079,30.20706456,34.39639809,37.52706279,46.53237799,43.1051109,36.62202788,38.68080875,36.57462985
"Korea, Rep.",KOR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,2.064073962,1.275522574,2.762931941,1.563746857,-0.839325308,0.482948983,2.222781382,1.986038505,3.185595967,0.906896751,1.018543805,1.25180817,1.281863806,2.737496837,3.608644126,2.826302301,2.419195944,-0.223195612,1.041401492,3.127880288,3.449993463,3.033139646,3.478499147,1.021765005,-1.22983539,4.475923176,4.003285763,4.110674765,7.024561656,8.158958652,6.254522824,7.777964123,9.141033276,10.08746574,6.065125847,7.123308442,4.831107809,4.96718011,3.985435446,4.421300229,4.820285585,6.458295668,16.58578337,24.65099631,18.53472049,21.83572852,14.45389685,21.2369313,23.68226686,30.59536977,12.72116416,15.7804012,11.20758187,14.8436477,14.09143559,13.88147643,12.95920668,14.49679635,4.732163823,30.31564759,29.98041215,16.73237259,12.89771416,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51751065,51712619,51672569,51769539,51836239,51764822,51585058,51361911,51217803,51014947,50746659,50428893,50199853,49936638,49554112,49307835,49054708,48683638,48438292,48184561,48082519,47892330,47644736,47370164,47008111,46616677,46286503,45953580,45524681,45092991,44641540,44194628,43747962,43295704,42869283,42449038,42031247,41621690,41213674,40805744,40405956,39910403,39326352,38723248,38123775,37534236,36969185,36411795,35848523,35280725,34692266,34103149,33505406,32882704,32240827,31544266,30838302,30130983,29435571,28704674,27984155,27261747,26513030,25765673,25012374
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,11148602233,10468220307,9354903062,9413403724,7717145218,7899737577,7878759715,7180764703,6682677290,6295848423,7074394735,6735328610,6163484245,6341613610,5343950556,5015894693,5181776769,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,Trade (% of GDP),NE.TRD.GNFS.ZS,114.2603926,109.9518516,110.0120316,98.63843049,75.60801713,85.75340851,86.31508467,80.41013735,75.01881231,74.02044225,77.07605216,75.10348366,81.36391626,86.15174947,82.17747997,77.7553767,76.73074308,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,45.72889844,46.56465223,45.68235963,45.87213295,47.63788539,46.43394464,46.19864046,45.39107956,45.25791537,46.63933232,47.04383678,46.79758691,46.57003123,45.35455532,45.85808945,46.81475199,44.96094668,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.19800105,26.34570336,27.24418139,27.44916199,27.55845663,27.08838447,27.90835853,27.52757197,26.8584266,26.94323282,26.51706683,27.1872163,27.50847669,27.51482472,27.04119832,27.99054188,27.04339864,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.914448736,7.220455476,7.392605461,6.923305531,7.362009758,7.238669919,6.531164333,7.408719576,8.171523193,7.677168234,8.298706408,8.431611261,7.445457566,8.132568202,9.456833185,8.276135796,11.26114068,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.960735527,4.563788493,7.198710755,6.115539931,1.381107172,0.962960139,1.498919251,0.440019143,0.779254169,0.607840659,1.601438903,0.353127124,3.52540286,6.303766065,6.39240139,-2.833129992,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Population, total",SP.POP.TOTL,1527324,1682668,1768096,1786079,1790151,1788891,1797086,1791019,1777568,1788274,1812788,1818119,1807126,1791949,1788743,1794681,1800858,1807094,1813079,1818354,1822773,1826434,1829462,1820009,1802493,1871524,2078964,2197284,2168753,2137514,2105256,2072664,2039723,2005362,1973790,1946339,1917882,1880590,1836972,1796018,1756818,1719245,1683166,1646565,1604818,1559787,1516249,1474457,1434880,1397686,1363123,1331176,1301579,1273021,1249555,1231460,1214208,1187667,1152586,1120168,1090270,1062737,1036950,1011421,984846
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1.60227E+11,1.65384E+11,1.83502E+11,1.48351E+11,1.11045E+11,1.40856E+11,1.38646E+11,1.20688E+11,1.09407E+11,1.14586E+11,1.6265E+11,1.74168E+11,1.74048E+11,1.54039E+11,1.15416E+11,1.05969E+11,1.4738E+11,1.14634E+11,1.01557E+11,80798630137,59439090601,47874582232,38135788414,34889559870,37718743480,30122365849,25943705784,30350190704,31492373309,27186980647,24848483838,23941391391,19858555215,11009993703,18427777778,24313855653,20690322153,22368704134,17903989745,21445970614,21700082753,20871081080,21577153356,25058020338,28638868356,24749063922,15503557496,14137406741,13132252802,12022811621,13006948296,5408804607,4450537925,3880392195,2873638851,2769198892,2662798935,2441599023,2391199044,2097199161,2071668533,1900895857,1828107503,..,..
Kuwait,KWT,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,90.91881021,82.00037511,82.01074583,91.68571238,102.7856307,97.84004656,96.15767241,98.69998832,100.0371898,97.60549125,101.0114352,99.11649273,97.02802166,88.81106499,92.68345625,91.73250339,89.7130932,92.24268009,89.29764168,86.55517551,81.22519413,86.85046729,86.6183245,85.36811455,94.95984317,92.44354655,91.47214474,94.31962435,93.18428428,92.0570352,94.68806497,142.6129543,103.0110002,93.77143755,90.50440121,89.66314668,94.19909807,96.41950158,104.7540957,108.4815465,106.8686318,107.9761786,112.6469419,106.7867557,110.4049903,115.4691083,110.4877959,106.4812158,98.80147125,94.10261206,89.26229508,85.01230895,83.93257332,92.41658241,87.80231335,87.9587156,90.04683841,90.78771696,..,..,..,..,..
Kuwait,KWT,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.492442927,1.173058751,0.965097411,1.146181245,1.422764285,1.092624066,0.08581481,0.255607395,1.545070847,1.175992911,1.229820571,1.267380316,2.095021769,1.938002524,3.128614104,3.23829933,3.444779017,3.73615037,2.699909503,2.178426333,7.597964496,4.615802221,..,..,32.67768247,37.2171311,37.43169399,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,28.95075796,20.02879265,23.17653169,26.77161456,28.75330247,2.621748202,..,..,..,23.4690226,..,23.1562474,12.50473559,13.89256478,..,..,..,..,56.31908558,114.3191164,81.51941679,11.71811792,5.847525626,3.340512189,..,..,35.73336854,108.6843583,56.48986764,22.70719239,7.749768608,10.81056634,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,55.85433538,52.07390114,44.82098045,53.4880692,66.96248994,54.6024843,51.75127734,56.78914641,60.71043504,58.43835473,42.17083857,38.14053723,36.7804756,38.82948183,47.04019065,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,57.12686529,60.29413638,65.76632892,58.30679316,48.46121018,57.71865674,60.12765373,55.61921587,52.13478016,55.93584566,70.54831668,73.09869385,74.81232078,72.72497333,66.06555829,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.492980752,0.468735686,0.402460288,0.473024783,0.496326753,0.370434061,0.445906871,0.525092038,0.518592081,0.537729006,0.450636159,0.355177603,0.359874372,0.438835785,0.451728931,0.262327765,0.160021,0.213317127,0.23651572,0.301358018,0.404756604,0.454889537,0.516824849,0.446728972,0.35521983,0.427494902,0.446468096,0.395364246,0.394523337,0.419034003,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.732718932,-8.065360675,17.63352166,29.42728579,-16.45836295,-0.110446099,11.29917011,16.2308752,-6.837843162,-25.95833071,-6.757962487,0.223022888,7.487252059,17.22753724,11.10335058,-17.16653745,18.66294273,4.307362207,16.17636285,21.77101179,11.37126793,4.920650194,5.148289825,-7.718710775,20.52171018,18.08935739,-17.15611246,-4.715354847,15.5102374,4.850505955,-5.870476027,-7.386420779,1.834006622,-0.033046578,0.717414522,-1.721867165,2.969340174,10.78248588,-25.70123489,4.86704273,0.347685207,-9.276339975,0.766718699,11.30910335,40.43538486,40.82343269,-1.953527768,9.732862125,3.291107485,4.245870859,173.1950166,17.27470809,1.971105369,25.77947946,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Population, total",SP.POP.TOTL,4973861,4853420,4589643,4360865,4400267,4442316,4323515,4154812,4004096,3834574,3665876,3507844,3337109,3132814,2943372,2795484,2651421,2507887,2364733,2236788,2157320,2109881,2059974,2008121,1954709,1900030,1844302,1787683,1730246,1681513,1664361,1672151,1634961,1351399,1684819,2217468,2134707,2052994,1972520,1894242,1820688,1744295,1662480,1583426,1504782,1423514,1340319,1258023,1178711,1104863,1038346,977654,920352,865076,809114,749452,687716,628089,572590,521174,473115,427694,384995,345945,311060
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,17478259659,15180842369,12134931018,9249133946,8270468614,9371275264,8271106235,7702938379,6813095379,6678177512,7468102413,7335033801,6605142884,6197765984,4794361863,4690061381,5139958909,3802570553,2834168889,2460246766,2211534585,1919008090,1605643105,1525116370,1369688498,1249061487,1645963750,1767864036,1827570586,1661147035,1681780847,2026019253,2315346943,2542256424,2660202623,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,Trade (% of GDP),NE.TRD.GNFS.ZS,..,132.3734039,133.786718,100.2613769,78.99227843,94.43028235,98.8755599,100.6174458,105.823574,110.9615707,125.1261811,134.0267856,139.6759378,136.1798404,133.2328505,133.3791532,146.1060822,137.0583878,120.7499818,95.08400463,93.81573216,83.93278281,82.92072902,73.74691237,89.43093163,99.19949122,94.50929453,84.4771343,87.29577381,71.82426866,73.83020501,74.70633275,83.19169027,72,78.73831776,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,19.60846648,19.54197945,16.49126028,14.03632819,15.96383387,17.99885701,17.04628506,16.94917318,16.80166806,17.54865309,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,52.13981972,51.29934844,51.01554297,51.03601015,50.68910092,50.32618508,49.76769697,49.93244742,50.14832117,52.14983226,50.61193829,49.63326229,51.03908155,47.86535571,49.33849679,49.89775021,45.80878219,45.54069587,43.37746628,42.43026704,39.60090704,37.75804267,36.4332133,32.07565695,29.97247914,34.72543021,35.17556332,30.96658378,30.33082186,35.64548996,33.89576677,28.03705156,22.9558883,26.29837838,30.62383178,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,24.74269578,23.58393378,24.1941422,23.74830157,26.90424685,26.58031495,27.47851368,27.30809347,26.546424,25.07806232,23.88822892,24.84359467,22.25712973,27.44908809,26.26527379,23.63572933,20.4289121,16.68229999,17.55446612,19.96745267,21.68936955,20.24326767,21.31370312,26.83248899,29.19961994,23.12502318,20.76129123,21.05925887,17.02828717,18.1095193,23.88345314,30.5171158,36.06286254,33.82486486,34.10981308,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.607603629,9.492161082,10.99680567,12.41223303,12.16965567,10.37390262,11.67528648,12.5145789,12.83447316,14.06076433,14.71866312,14.63787255,16.65419638,16.56531665,17.44825618,18.76073747,23.48553315,26.88021018,28.68029114,28.48327836,29.9044501,33.62225264,34.40479628,34.54100036,34.18770856,34.88162646,36.05528153,41.18760856,46.31762489,40.6816929,38.36445021,39.10583226,37.26507487,35.27675676,32.6635514,32.8,31.08504399,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.740064126,19.85919895,19.65728424,15.99279792,5.340185535,9.811311947,3.447445116,6.327145863,6.050564271,3.427287503,8.415225436,3.175188136,8.656316809,22.48184224,10.03390354,4.035303862,22.21598841,14.87655222,9.391617795,7.12862227,5.108694781,3.97456243,2.025295592,7.332974154,27.16173805,37.57444047,9.077506284,19.30954841,35.34290791,42.03108923,180.8749299,754.4279561,830.112923,134.7715736,7.975698817,6.986030691,-1.877306471,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,7224614,7099750,6975220,6851224,6726596,6590211,6444079,6306696,6175338,6040036,5905848,5777150,5652076,5546587,5467059,5389643,5318729,5268385,5218373,5162640,5104713,5043308,4990704,4945073,4898362,4840422,4769015,4696421,4628438,4560454,4515069,4516777,4515400,4463634,4391236,4307500,4218400,4144600,4066500,3990300,3916400,3838300,3759300,3685800,3617400,3552000,3487100,3423900,3358700,3292400,3223900,3153800,3088200,3022300,2959900,2894800,2818300,2736500,2655300,2573300,2495300,2413700,2333400,2255900,2172300
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,16502933121,15843155731,15468785204,18827148531,18981805250,18740561513,18141641090,17071155481,15912501723,14426380126,13279245886,11983252627,10192846339,8750104617,7131771015,5836137330,5446433157,4223152739,3455030061,2735558735,2366398120,2023324407,1758176653,1768619058,1731198022,1454430642,1280177839,1747011857,1873671550,1763536305,1543606345,1327748690,1127806945,1028087972,865559879.4,714046821.1,598961269.3,1087273104,1776842097,2366666616,1757142856,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,75.09189092,85.7983217,99.05973829,98.17914662,98.18512643,91.69869587,84.72033789,76.93082622,81.84918209,79.2126289,81.96137542,71.79264627,66.07975162,60.57209588,67.25490285,65.89943688,68.83730137,80.05845617,84.26954051,65.15697077,63.75717361,60.55446614,64.80927,52.62881201,44.13075861,38.18232164,35.84720848,44.126832,45.52810663,20.11554537,11.31516581,13.80281748,9.105691323,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,12.11293278,10.39102166,9.401877473,11.46555609,11.72064624,12.23932049,12.94311134,13.50614062,13.83018194,13.73883384,13.60534126,13.14641218,13.02713909,12.75716617,12.10294002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,43.53465036,43.99741651,40.27876516,38.84870559,41.04989934,41.51435229,41.60838243,41.52782613,42.47712312,44.1689694,44.15767861,42.49214861,40.15232224,41.77419278,43.57147662,45.69888017,44.10808746,41.66990628,38.14387173,43.39041349,44.06011411,41.93377813,42.05293972,41.83642601,42.23170108,40.52633202,43.57320434,55.70189262,40.73085508,40.86069401,39.06412528,41.10362448,42.92363621,42.52620174,40.24990968,44.39079384,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,29.04637818,30.53358083,34.10897973,34.12997772,32.41636783,31.53138199,31.53319249,30.9124754,28.75950464,27.69334425,28.81500055,30.42770755,32.43664467,30.81597019,30.46602109,25.16309379,26.94972317,25.39302052,26.17545125,23.22878956,19.35950977,20.12014415,18.38268973,16.99371479,16.4770694,22.46983672,22.26196211,20.62511287,20.6120582,18.76118629,17.7559143,17.44479471,17.53343221,16.58354174,14.3813264,13.42781631,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,16.77188381,16.13905684,14.86888223,16.06769702,16.33776236,16.05033906,15.70918682,16.19975986,17.23017659,17.5877597,17.84879178,17.93049843,18.54848657,20.79125519,22.59579413,24.20537709,24.17648143,25.78814868,26.72966991,28.29513534,30.52134752,32.08611458,33.3863041,32.68319294,33.63025103,34.31197937,33.93876567,51.85270624,40.49828878,42.2262356,44.08510354,43.41691706,46.72559089,43.95978493,46.46886347,47.49150725,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,13.9087913,24.42172021,15.77394592,3.713448367,5.034504125,1.197423921,1.919889194,1.852096761,3.022306443,2.348496007,5.726559182,6.473972083,7.528859305,10.4687176,9.196571111,-2.932073532,8.863450638,7.438286005,10.80510123,8.640322481,10.69042854,13.45008984,6.318464741,8.868073804,24.79777661,127.9739664,84.5044589,19.35281673,13.72521226,19.68536442,7.700595509,11.18257935,5.993841477,12.97176039,37.90738076,55.26652112,25.84914867,14.4277167,51.11545874,64.81468779,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
